file,time_ms,pitch_hz
GH001,33614,126.99599173741298
GH001,33644,119.33051562392048
GH001,33694,118.0613595929698
GH001,33724,120.46767716298845
GH001,33754,117.63386107842089
GH001,34194,159.0836327139924
GH001,34214,156.78694646888957
GH001,34304,216.87194960322125
GH001,34354,142.1919274706071
GH001,34384,146.37296999476507
GH001,34554,230.40084204464844
GH001,34614,222.8221347617618
GH001,34784,259.5791426802909
GH001,34984,190.07818949223994
GH001,35004,173.46331550731173
GH001,35044,171.86990342589476
GH001,35394,176.63183537465213
GH001,35504,209.23580567134624
GH001,35574,165.32525626999023
GH001,35684,197.6679345697167
GH001,35724,214.18676799081211
GH001,35934,153.56103935973678
GH001,36024,209.21707851131725
GH001,36084,186.6586969229433
GH001,36894,216.67195776278743
GH001,36924,202.2122465037089
GH001,37054,188.56691628684413
GH001,37114,146.00855880556927
GH001,37154,137.70873441545567
GH001,37274,190.52497696996016
GH001,37314,194.46321838949922
GH001,37364,186.34664804499843
GH001,37444,182.62092780191566
GH001,37524,177.4731572049215
GH001,37724,158.08107588531567
GH001,37804,167.1255790767694
GH001,37834,165.47712754298365
GH001,37934,147.68049948291238
GH001,38004,137.83516551070932
GH001,38054,134.6069048473497
GH001,38234,162.28589066717774
GH001,38304,147.95291836291588
GH001,38434,203.44305067244719
GH001,38534,156.33389102325475
GH001,38654,160.89196838592517
GH001,38744,146.70285923048738
GH001,38884,150.15168343812064
GH001,38914,143.39077069279824
GH001,38934,118.72110501017549
GH001,39064,118.49336749242033
GH001,39094,116.5993414456737
GH001,39124,110.37142031030768
GH001,39234,124.39938599568563
GH001,39884,170.93578746696727
GH001,40354,140.88302939862027
GH001,40384,140.27030025714376
GH001,40404,141.66542946319433
GH001,40464,135.91050125393923
GH001,40494,131.50072894596371
GH001,40554,126.57086749038707
GH001,40614,136.23711122336252
GH001,40664,138.70090596583307
GH001,40834,162.6536384739791
GH001,40894,147.39346194124656
GH001,40974,185.57612842551484
GH001,41104,166.37055278947915
GH001,41174,138.80888185589487
GH001,41224,120.80191097093672
GH001,41264,120.20521540765391
GH001,41454,136.77857279112584
GH001,41604,141.65139764235693
GH001,41764,147.92963041089178
GH001,41794,118.64532970858889
GH001,41874,113.18992421903339
GH001,41894,108.64605199663788
GH001,41914,102.70580684180165
GH001,41934,101.88487849674918
GH001,42664,207.2633163690462
GH001,42824,108.30783103498122
GH001,43164,199.4982916814303
GH001,43294,215.67070049838583
GH001,43764,147.47933769819218
GH001,43804,178.34330705811956
GH001,43904,151.25286442283618
GH001,44034,201.87458244681335
GH001,44054,198.75550991668152
GH001,44114,200.8886100295473
GH001,44184,196.15776084043404
GH001,44424,198.05746111222737
GH001,44594,299.011700225835
GH001,44624,296.6779081403953
GH001,44654,293.0536515984364
GH001,44764,298.7178747369099
GH001,44904,144.35426057724172
GH001,44964,95.90511849235394
GH001,45014,269.52818511306907
GH001,45154,208.87462011782762
GH001,45234,197.07621511398753
GH001,45284,164.916038992094
GH001,46064,245.08672970318779
GH001,46094,240.81660553377475
GH001,46194,215.22614892769624
GH001,46274,219.77687916055248
GH001,46314,231.19314681623314
GH001,46414,217.47321626287976
GH001,46564,160.73920349930958
GH001,46594,172.79484169234124
GH001,46624,167.85428982174136
GH001,46664,156.71751704270307
GH001,46714,152.04951044141603
GH001,46784,149.72523940170223
GH001,46974,230.1326545762513
GH001,47114,243.68687467675687
GH001,47184,244.08996024390805
GH001,47254,227.1445927480458
GH001,47354,202.3880222924748
GH001,47384,198.75059272511623
GH001,47424,197.34359934331783
GH001,47494,199.9509318262928
GH001,47634,165.52573463569766
GH001,47904,186.10458763377522
GH001,48004,186.9029119495811
GH001,48044,188.11054831780078
GH001,48134,196.21907475682596
GH001,48684,171.3605163063469
GH001,48704,171.98031833540057
GH001,48804,202.01722988792224
GH001,48934,208.70059529663223
GH001,48984,95.29728625346267
GH001,49044,181.91723357807479
GH001,49074,175.59089839012103
GH001,49104,177.42350913123704
GH001,49204,164.4023821993461
GH001,49234,148.9246741818178
GH001,49364,121.62964344873798
GH001,49404,128.24214719522854
GH001,49514,89.15611415476286
GH001,50274,78.51812193607049
GH001,50374,187.24552050576807
GH001,50534,145.6991530296543
GH001,50574,151.94798713231364
GH001,50674,129.64759745317332
GH001,50694,130.0191406292654
GH001,50794,122.99333042849057
GH001,51034,108.88126360927882
GH001,51394,128.66391710570034
GH001,51504,159.01029223090725
GH001,52244,195.9897994185034
GH001,52344,157.00553674040694
GH001,52554,279.8269825203663
GH001,52704,210.39800880490958
GH001,52884,180.29413565879452
GH001,52964,145.17386915044486
GH001,52994,141.63891359571102
GH001,53284,139.10582543670606
GH001,53314,138.6230177523305
GH001,53334,130.03488776954845
GH001,53354,119.63627638508139
GH001,53724,244.41973001896258
GH001,53834,199.30352054049433
GH001,54044,218.425124667194
GH001,54294,234.9068551852512
GH001,54474,194.45439861550165
GH001,54604,182.88569279487342
GH001,55064,160.15767857620583
GH001,55114,157.54017392304283
GH001,55154,158.29230683411967
GH001,55344,299.55689911383183
GH001,55384,156.67775321440686
GH001,55434,292.9890737780439
GH001,55534,173.80349174539109
GH001,55724,151.16842791390303
GH001,55874,153.86236050324172
GH001,56064,167.60873527978399
GH001,56104,288.405590297927
GH001,56154,277.7232301633042
GH001,56314,186.1984717910837
GH001,56464,246.55412529450155
GH001,56664,279.16559814642045
GH001,56904,234.8356732444037
GH001,56944,241.53934855923805
GH001,57134,212.2208720113941
GH001,57284,188.4856216561278
GH001,57494,182.21103853756648
GH001,57514,169.30197375755657
GH001,57624,217.82088285585132
GH001,57744,221.90735390294228
GH001,57794,216.57173985192264
GH001,57824,212.12619744635967
GH001,57904,111.2820822156871
GH001,58034,219.61481849423873
GH001,58264,146.49942842552724
GH001,58374,147.57280087154354
GH001,58394,144.80210582377347
GH001,58434,149.13955925761593
GH001,58594,191.77022335271803
GH001,58994,129.1062618683304
GH001,59044,120.07444323234299
GH001,59114,117.23820461371419
GH001,59994,163.22914681863753
GH001,60034,163.87170895665668
GH001,60064,153.2627437526131
GH001,60124,177.63531157863332
GH001,60354,135.16394068534274
GH001,60464,200.53985758037211
GH001,60604,156.68554224677644
GH001,60684,157.79008782061186
GH001,60714,152.8180813520772
GH001,60894,157.85648269739124
GH001,60954,115.98358230267813
GH001,61054,222.63038232671448
GH001,61644,188.7895092091537
GH001,61704,185.8688356364329
GH001,61844,286.44841073186853
GH001,61874,270.81175701195946
GH001,61914,254.62701834661914
GH001,61934,255.42724212250533
GH001,62004,162.1396417577542
GH001,62044,283.3238207095307
GH001,62154,178.73768039382003
GH001,62354,193.97888240632318
GH001,62494,223.63188486539218
GH001,62564,186.53468140579824
GH001,62594,178.99659814974783
GH001,62754,238.08367477539161
GH001,62814,238.78919943931496
GH001,63034,238.9017507378009
GH001,63264,146.02384704084477
GH001,63304,140.4811867395552
GH001,63404,199.61772982212136
GH001,63454,179.71887846130502
GH001,63634,165.03520905798808
GH001,63664,164.3166372752842
GH001,63724,159.7709424340643
GH001,63794,163.5186406710954
GH001,64284,142.36301476623942
GH001,64804,213.20829897127737
GH001,65014,173.25000071789688
GH001,65044,176.23574069176016
GH001,65064,177.2087041443257
GH001,65124,179.46565180145768
GH001,65144,182.34382086401584
GH001,65924,149.6928455737518
GH001,66024,167.64088779119177
GH001,66154,151.34544008128404
GH001,66294,148.9801860451057
GH001,66584,265.3937188185112
GH001,66824,270.46676949286444
GH001,66864,245.36987459819275
GH001,66964,291.9468284783093
GH001,66984,291.6633435342022
GH001,67154,229.36712997456726
GH001,67204,226.6353442521196
GH001,67284,183.92021277455865
GH001,67364,208.2401377103169
GH001,67404,224.69155194403737
GH001,67514,220.859645680356
GH001,67574,210.72523234821537
GH001,67594,212.0740032176353
GH001,67904,216.62116196308642
GH001,68044,262.6279392954639
GH001,68184,208.0873421606871
GH001,68234,162.78217417279973
GH001,68324,135.48434658281047
GH001,68354,127.72491674082528
GH001,68484,186.98345612030926
GH001,68524,178.3021274628937
GH001,68684,191.84215519440608
GH001,68804,151.92833295920977
GH001,68914,149.61014432646832
GH001,68944,149.8883153046115
GH001,68994,148.24047424153133
GH001,69934,140.69513970179503
GH001,70044,197.49531347788854
GH001,70224,186.58268579957712
GH001,70334,139.4786290248662
GH001,70444,122.93641883374235
GH001,70494,130.50258923961238
GH001,70564,127.88008667372787
GH001,70594,123.55436660988272
GH001,70684,171.8512067196498
GH001,71444,249.99488366339335
GH001,71484,271.9706413167311
GH001,71544,170.35577125017156
GH001,71674,207.08983732056132
GH001,71854,150.67340333581626
GH001,71874,157.00397451440998
GH001,72654,205.8304259027025
GH001,72694,213.55732669342524
GH001,72754,221.10715098818105
GH001,72874,216.44986488702656
GH001,73084,228.23177540194993
GH001,73154,210.81007478007075
GH001,73244,185.95949507680442
GH001,73424,267.3509027303435
GH001,73454,283.9519322865838
GH001,73514,270.9568599236126
GH001,73584,292.34429321839616
GH001,73684,280.3013728728425
GH001,73794,189.49242710599657
GH001,73874,152.9258604761907
GH001,73994,159.22357268047304
GH001,74084,147.72843167522254
GH001,74204,188.32815659486053
GH001,75004,197.9970807976273
GH001,75094,172.06781287049506
GH001,75294,222.44847219133237
GH001,75334,215.96388183862604
GH001,75614,194.68268638182158
GH001,75644,179.2163545546239
GH001,75744,131.73613043864208
GH001,75884,181.8472855563218
GH001,76144,128.0492176343292
GH001,76544,191.90120116722062
GH001,77314,143.22061367245965
GH001,77724,250.5325869721315
GH001,77884,206.21326461157332
GH001,78044,192.4487487202328
GH001,78084,172.66758701252905
GH001,78124,155.25070580171905
GH001,78264,195.3330550690858
GH001,78414,150.47150192664392
GH001,78484,162.8127333568929
GH001,78524,163.66012545816875
GH001,78594,163.36089385106638
GH001,78664,173.03708385230678
GH001,78864,175.93531056656002
GH001,78894,157.03389612653294
GH001,79094,139.3774907690615
GH001,79214,107.20026366587594
GH001,79234,107.67271220746876
GH001,79254,107.93577814994948
GH001,79394,140.87146722060015
GH001,79444,134.4022814466162
GH001,79474,124.80210131572473
GH001,79524,164.49174812371368
GH001,79544,169.36980038775565
GH001,80304,82.55338068678923
GH001,80324,84.94496531480159
GH001,80564,197.23260171159984
GH001,80654,165.00308344633987
GH001,80814,132.84324224057255
GH001,80854,124.48988255555453
GH001,80904,123.23474165135174
GH001,80944,119.92596956747728
GH001,81074,151.9060293790239
GH001,81254,113.96480803390394
GH001,81364,98.63482476600886
GH001,81394,119.59452078408465
GH001,81414,116.87496455612522
GH001,81464,103.69794852977236
GH001,81534,156.0774948872327
GH001,82164,124.55043126387244
GH001,82194,114.26254370943931
GH001,82264,104.41605564038836
GH001,82314,109.22716066445004
GH001,82344,99.87499904657169
GH001,82394,97.34919520373198
GH001,82454,92.41874089930013
GH001,82494,92.0170233474405
GH001,82524,91.83198412731167
GH001,82554,94.05610012088388
GH001,82594,92.59998359567223
GH001,82634,87.04979590257187
GH001,82674,85.33158556202906
GH001,82704,86.8730715512766
GH001,82734,81.96002909419666
GH001,82774,150.08328160515364
GH001,83264,147.29808456924098
GH001,83494,186.7182620847527
GH001,83704,225.37284505253984
GH001,83904,138.24987472503668
GH001,84274,246.30979368969182
GH001,84314,228.14218349601182
GH001,84704,202.09173478440104
GH001,84874,176.85048082008296
GH001,84984,224.08988116417567
GH001,85094,181.5287446262998
GH001,85934,82.32747009715588
GH001,86064,80.89383056477217
GH001,86114,216.81410606827248
GH001,86254,290.2827604918636
GH001,86384,166.79151215446842
GH001,86434,277.49180789258486
GH001,86464,298.2538934157491
GH001,86524,266.78857844277735
GH001,86734,202.72673263601828
GH001,86944,269.37273041455455
GH001,87044,204.8834527902321
GH001,87074,214.19166306529866
GH001,87264,220.60055309282552
GH001,87304,227.80075093426765
GH001,87324,232.09591716688902
GH001,87384,235.888207682129
GH001,87424,232.99265838637356
GH001,87474,226.10646348331724
GH001,87584,175.46497853123043
GH001,87744,217.19959977219503
GH001,87814,173.34265486939978
GH001,87904,190.81339433075917
GH001,88064,127.66022925365547
GH001,88294,241.43828340332948
GH001,88404,191.03477115306129
GH001,88424,189.84031571422162
GH001,88484,200.22541782323648
GH001,88624,216.92338633478778
GH001,88744,169.0622411700682
GH001,88824,173.79660002175194
GH001,88934,190.36547553877355
GH001,89204,100.96530324901178
GH001,89234,90.30349091236691
GH001,89754,166.49739464369662
GH001,89784,166.32994451027932
GH001,89844,149.74488570984556
GH001,89944,240.40642128811862
GH001,89974,239.52147278302525
GH001,90034,236.66750804398794
GH001,90204,171.09699957431786
GH001,90314,218.0917472877466
GH001,90354,227.80953674210198
GH001,90484,213.25067239289865
GH001,90594,204.12850912348114
GH001,90724,180.41971039967365
GH001,90824,174.44724959061796
GH001,90844,161.73128214772706
GH001,90924,192.2945471351215
GH001,90984,181.25015796270995
GH001,91024,207.33759048469415
GH001,91084,179.974971239655
GH001,91194,279.4932641726274
GH001,91224,179.7870494852241
GH001,91284,142.21993753981636
GH001,91354,135.69240899881308
GH001,91504,193.6719994754992
GH001,91694,101.77705420152576
GH001,92834,260.51004786489676
GH001,92874,251.03338931553307
GH001,92964,280.60189288959674
GH001,93194,211.7015909526938
GH001,93234,192.49257364535003
GH001,93394,241.5784654413023
GH001,93504,241.93780439633795
GH001,94534,213.25738924016235
GH001,94844,237.61327676094012
GH001,94994,255.50703614726916
GH001,95064,266.0767915663278
GH001,95144,271.36493779635856
GH001,95224,232.58314143474374
GH001,95404,77.48206852913613
GH001,95424,115.71159464208534
GH001,95464,230.2731975079867
GH001,95514,229.60439448183033
GH001,95544,229.38185497460242
GH001,95574,236.4141469589916
GH001,95674,236.70999819407595
GH001,95704,237.5205827316118
GH001,95724,236.8676719747853
GH001,95814,234.54002658954954
GH001,95864,235.11619506085668
GH001,96044,247.595050926146
GH001,96094,239.4776765071891
GH001,96134,239.37708512181385
GH001,96324,158.01029697881646
GH001,96504,228.2834158844891
GH001,96614,251.16613047612418
GH001,96834,229.9731146893521
GH001,96974,178.9195044876631
GH001,97154,115.67050049208953
GH001,97214,224.90428163504305
GH001,97244,228.29152658930454
GH001,97314,215.62263746106336
GH001,97364,230.52074138464297
GH001,97424,237.8119407350902
GH001,97444,238.68753305055415
GH001,97494,240.0534752269694
GH001,97544,206.1707774414581
GH001,97714,197.25667649231144
GH001,97734,197.452433396945
GH001,97754,194.653709894108
GH001,97784,190.58765736664972
GH001,97864,197.1570121798347
GH001,97884,186.88458023436323
GH001,98074,137.32283139969164
GH001,98324,135.28835032342397
GH001,98404,145.8237375952629
GH001,98504,119.59672885301725
GH001,98534,117.53703884301329
GH001,98574,225.82809898190231
GH001,98694,288.97857665982343
GH001,99024,216.7573751988522
GH001,99084,198.31344903808287
GH001,99174,176.6464695528023
GH001,99234,148.54271143390181
GH001,99374,150.51509541047042
GH001,99444,125.49856816883096
GH001,99614,182.39926998105878
GH001,99654,181.64964780236988
GH001,100134,198.1217328627941
GH001,101024,195.5359119147137
GH001,101124,182.05100372941473
GH001,101254,271.85566692810175
GH001,101434,288.33119513248323
GH001,101474,287.26674445378035
GH001,101784,125.54075045550395
GH001,101854,109.76451749775599
GH001,102514,179.97038788183372
GH001,102674,285.11686680801256
GH001,102824,230.22991578849977
GH001,102974,216.93374268894752
GH001,103004,228.94478252928985
GH001,103124,154.1939870115237
GH001,103264,185.5361725438983
GH001,103284,186.33903422643274
GH001,103504,130.50584661713904
GH001,103714,177.26143939115775
GH001,105264,190.06400379285031
GH001,105404,197.33370749581792
GH001,105454,197.92496352534116
GH001,105524,200.16964090419907
GH001,105694,209.22637643328162
GH001,106054,280.00866395886476
GH001,106174,296.47801704327003
GH001,106534,170.2125026380223
GH001,106594,156.15833060587363
GH001,106734,201.2521677895136
GH001,106934,165.10185708836826
GH001,107134,139.10475039140078
GH001,107184,140.73847995337655
GH001,107294,142.49360044241647
GH001,107364,134.54463638085826
GH001,107434,123.15461411194234
GH001,107474,132.56624727516774
GH001,107504,127.99117944178198
GH001,107664,142.6197322633443
GH001,107744,109.08563997675789
GH001,107774,106.42598105787653
GH001,107794,105.0220005053092
GH001,108224,182.95560132800844
GH001,108614,240.28335299120906
GH001,108734,201.3554700683644
GH001,108964,179.6768167869834
GH001,109004,178.08505817354978
GH001,109184,165.44756495111042
GH001,109574,137.65671963451777
GH001,109634,116.72749995885091
GH001,109714,124.96085418649358
GH001,109744,120.1153768623655
GH001,109964,133.06778054755094
GH001,110024,143.7848126501128
GH001,110124,119.42798624517198
GH001,111094,211.45964402421868
GH001,111274,220.49564673337682
GH001,111364,101.71240968121433
GH001,111394,102.53744748178005
GH001,111424,102.33392400787554
GH001,112314,234.42032493946283
GH001,112374,235.79723885072798
GH001,112404,235.24051944272276
GH001,112584,157.79915847579215
GH001,112684,144.17898871017837
GH001,112814,166.33836299596504
GH001,112844,140.12808381367475
GH001,113264,109.24476633104265
GH001,113334,105.00557083691214
GH001,113644,153.8598507717465
GH001,113784,223.3792533887831
GH001,114054,192.59922093123598
GH001,114114,184.22075482315537
GH001,114314,150.68976094042523
GH001,114364,147.54305500113043
GH001,114394,147.09349386262278
GH001,114574,186.0827366991097
GH001,114684,171.49701315873614
GH001,114714,171.14169299954455
GH001,114774,204.98364006741588
GH001,114824,187.5347552913894
GH001,115004,161.1076699088928
GH001,115024,153.1801260370576
GH001,115044,153.59401276594215
GH001,115094,148.14118793004434
GH001,115124,149.6409166682302
GH001,115224,128.29011197380512
GH001,115274,120.43437762635781
GH001,115314,110.30750793310352
GH001,115374,107.04820689708468
GH001,115434,111.79727601900613
GH001,115474,110.36159331224654
GH001,115524,108.29577528101973
GH001,115644,96.20632467466629
GH001,115664,96.18570439797186
GH001,115694,88.19403086684906
GH001,115734,96.30426609403152
GH001,116374,159.74835837669974
GH001,116404,152.25030500347395
GH001,116454,158.45026976567254
GH001,116564,276.7648459635261
GH001,116594,275.4932938368966
GH001,116654,284.99303419098084
GH001,116784,230.09031921255217
GH001,116954,231.65513352910713
GH001,117184,159.92018889269787
GH001,117364,145.60786926675644
GH001,117684,142.02275338499655
GH001,117834,217.78117250363795
GH001,117854,212.06694433486322
GH001,118094,166.65482912902598
GH001,118114,168.1824151969039
GH001,118154,164.5273386333531
GH001,118434,290.40773522393084
GH001,118464,297.94625383473345
GH001,119104,90.36400924823594
GH001,119134,84.36536770579704
GH001,119404,212.749430972752
GH001,119984,156.10731668817408
GH001,120014,158.28081981551105
GH001,120174,289.1963715768818
GH001,120234,166.7611853278921
GH001,120284,164.6262535913804
GH001,120424,173.59768791345115
GH001,120474,164.3987940682842
GH001,120604,270.631017382899
GH001,120714,242.01300420272116
GH001,120854,190.29046979092183
GH001,120934,165.9899366890224
GH001,121134,223.8915994980998
GH001,121184,211.0818148652833
GH001,121254,201.58553608816328
GH001,121424,140.70142313094345
GH001,121554,87.94768340201887
GH001,122084,94.04475113799317
GH001,122174,104.87836234501012
GH001,123274,136.54048029962257
GH001,123494,96.50050569407502
GH001,123714,297.20699516375686
GH001,123784,188.10371922687403
GH001,124034,242.6242072098895
GH001,124134,222.27993986004202
GH001,124204,222.05624328132626
GH001,124374,298.2460202738426
GH001,124424,299.61263893394795
GH001,124584,179.46644399346673
GH001,125064,126.39608361953921
GH001,125344,143.21784213971515
GH001,125374,247.326463483833
GH001,125484,154.91633864073043
GH001,125554,245.9588842001256
GH001,125614,230.83913511778306
GH001,125654,234.7779921855455
GH001,125704,242.67755181861432
GH001,125854,125.38269423316463
GH001,125874,246.60221263244827
GH001,126284,177.27900158057741
GH001,126344,182.31897510820582
GH001,126394,156.51332432270584
GH001,126514,177.5980604597147
GH001,126564,182.98239940750335
GH001,127544,247.913846304945
GH001,127584,240.2475299708052
GH001,129454,208.28726077155355
GH001,129614,151.06640984449575
GH001,129724,151.61536457752374
GH001,129744,260.8456500761071
GH001,129844,206.0036295397037
GH001,129924,253.4318620186497
GH001,130144,221.2300448663209
GH001,130264,199.31547354225924
GH001,130414,230.92916617845455
GH001,130454,221.65872930311338
GH001,130544,223.88778213418723
GH001,130724,151.11422854753027
GH001,130744,143.1412985412885
GH001,130834,161.3557647593903
GH001,130874,169.90735883451006
GH001,131024,179.0746914152661
GH001,131224,163.75220951513526
GH001,131344,125.63411114657131
GH001,131414,128.94731540199012
GH001,131614,104.26223401765321
GH001,131764,107.59029605275244
GH001,131994,214.5296537200756
GH001,132044,214.8833133145306
GH001,132444,215.17929328654253
GH001,132654,132.2743903247136
GH001,132784,190.119452625922
GH001,132814,193.18219109571592
GH001,133054,109.17824474200036
GH001,134004,140.66677765940796
GH001,134974,158.06963661602816
GH001,135024,207.31350844100734
GH001,135204,219.36079395087674
GH001,135224,225.29560148723434
GH001,135364,265.215227136422
GH001,135444,215.93302407074893
GH001,135514,290.871595435164
GH001,135614,263.4951778587981
GH001,136424,153.2527002871645
GH001,136554,226.9357791908929
GH001,136684,199.66921111428033
GH001,136724,185.0325612390877
GH001,136874,280.69898205473305
GH001,137104,212.16617028075262
GH001,137174,223.07636773746268
GH001,137444,253.04219692351646
GH001,137474,251.1836229164607
GH001,137534,265.23262281716575
GH001,137594,241.10709526216687
GH001,137864,221.0439547733383
GH001,137944,191.07536588939234
GH001,138044,147.56182205719867
GH001,138104,138.2860660663075
GH001,138134,124.06205402285707
GH001,138184,116.23086061477257
GH001,139004,137.7630987274136
GH001,139334,218.89235613788142
GH001,139364,217.08526537348874
GH001,139484,288.79407734020293
