file,language,start_ms,end_ms,dur_ms
GH008,Twi,213148,217997,4849
GH008,English,218170,219060,890
GH008,Twi,220829,222794,1965
GH008,Twi,224947,226199,1252
GH008,Twi,227453,230469,3016
GH008,Twi,231242,232223,981
GH008,Twi,232889,233704,815
GH008,Twi,234374,235350,976
GH008,Twi,237107,238815,1708
GH008,Twi,239471,240439,968
GH008,English,240439,241393,954
GH008,Twi,241393,241599,206
GH008,Twi,242176,243050,874
GH008,Twi,244801,249630,4829
GH008,English,250885,281885,31000
GH008,Twi,282126,286396,4270
GH008,Twi,286975,288936,1961
GH008,English,289694,291447,1753
GH008,Twi,293382,294356,974
GH008,Twi,294860,301032,6172
GH008,Twi,301964,305909,3945
GH008,English,306280,307071,791
GH008,Twi,307420,311784,4364
GH008,Twi,312206,313921,1715
GH008,English,313921,314500,579
GH008,Twi,314500,314836,336
GH008,Twi,315506,316190,684
GH008,English,316190,316819,629
GH008,Twi,316819,320893,4074
GH008,Twi,321905,322334,429
GH008,English,322334,323240,906
GH008,Twi,324389,325657,1268
GH008,Twi,327068,327448,380
GH008,English,327448,328361,913
GH008,Twi,328361,331766,3405
GH008,English,331766,332813,1047
GH008,Twi,332813,335436,2623
GH008,English,335585,337009,1424
GH008,English,338250,341570,3320
GH008,Twi,341570,343009,1439
GH008,English,343246,344486,1240
GH008,Twi,344714,353440,8726
GH008,English,353440,354370,930
GH008,English,356521,361850,5329
GH008,English,364050,365760,1710
GH008,Twi,365760,367703,1943
GH008,Twi,369650,370805,1155
GH008,Twi,371807,374907,3100
GH008,Twi,377079,378197,1118
GH008,Twi,379045,379845,800
GH008,English,379845,383990,4145
GH008,Twi,384496,388929,4433
GH008,English,388929,391170,2241
GH008,Twi,391841,391898,57
GH008,English,391898,394120,2222
GH008,Twi,394502,394659,157
GH008,English,394659,397897,3238
GH008,Twi,397897,398303,406
GH008,Twi,398829,400444,1615
GH008,Twi,400915,402229,1314
GH008,English,402229,405730,3501
GH008,Twi,405853,408052,2199
GH008,Twi,408468,411869,3401
GH008,English,411869,413098,1229
GH008,Twi,413862,415542,1680
GH008,Twi,416366,416852,486
GH008,Twi,417408,418949,1541
GH008,Twi,421494,422947,1453
GH008,Twi,423391,425261,1870
GH008,Twi,426190,426280,90
GH008,English,426280,427558,1278
GH008,Twi,427558,432928,5370
GH008,Twi,433329,438257,4928
GH008,English,438354,443600,5246
GH008,Twi,445667,445837,170
GH008,English,445837,447231,1394
GH008,Twi,448364,448506,142
GH008,English,448506,449227,721
GH008,Twi,451153,452347,1194
GH008,English,452347,452963,616
GH008,Twi,452963,453557,594
GH008,English,453557,454120,563
GH008,Twi,454120,454548,428
GH008,English,457123,459112,1989
GH008,English,460430,462670,2240
GH008,Twi,464013,464958,945
GH008,English,464958,465190,232
GH008,Twi,465190,465382,192
GH008,English,465745,467544,1799
GH008,Twi,468382,469330,948
GH008,English,469330,469560,230
GH008,Twi,469560,474216,4656
GH008,English,474216,474763,547
GH008,Twi,474763,476233,1470
GH008,English,476233,476815,582
GH008,Twi,476815,477399,584
GH008,Twi,477868,480898,3030
GH008,Twi,481332,482150,818
GH008,Twi,482813,484208,1395
GH008,Twi,486945,487799,854
GH008,English,487799,489721,1922
GH008,Twi,491330,491400,70
GH008,English,491400,493330,1930
GH008,Twi,494192,496779,2587
GH008,English,496779,497716,937
GH008,Twi,497716,497781,65
GH008,English,497781,501660,3879
GH008,Twi,501660,503725,2065
GH008,English,503725,504636,911
GH008,Twi,504636,504645,9
GH008,English,504645,506222,1577
GH008,Twi,511391,512199,808
GH008,English,512199,513139,940
GH008,Twi,513706,514712,1006
GH008,English,514712,515799,1087
GH008,Twi,516066,516798,732
GH008,English,518543,520265,1722
GH008,Twi,520557,521022,465
GH008,English,522538,525500,2962
GH008,Twi,525765,527452,1687
GH008,English,527452,528346,894
GH008,Twi,528346,530374,2028
GH008,Twi,531332,534836,3504
GH008,Twi,535960,539068,3108
GH008,Twi,539923,544153,4230
GH008,English,546025,547521,1496
GH008,English,551020,552970,1950
GH008,Twi,552970,553007,37
GH008,Twi,553662,553985,323
GH008,English,553985,555049,1064
GH008,English,555915,556590,675
GH008,Twi,556590,557360,770
GH008,English,557360,558569,1209
GH008,English,559630,562530,2900
GH008,English,564040,566624,2584
GH008,English,566992,581590,14598
GH008,Twi,581590,585220,3630
GH008,English,585220,587990,2770
GH008,Twi,587990,589441,1451
GH008,English,589441,590430,989
GH008,Twi,590430,591244,814
GH008,English,591244,592010,766
GH008,Twi,592010,593105,1095
GH008,English,593105,599838,6733
GH008,Twi,599838,599982,144
GH009,English,33,862,829
GH009,Twi,862,1543,681
GH009,Twi,1946,1960,14
GH009,English,1960,2350,390
GH009,Twi,2350,3740,1390
GH009,English,3740,4239,499
GH009,Twi,4239,9970,5731
GH009,Twi,10860,12244,1384
GH009,Twi,14284,18644,4360
GH009,Twi,19238,20028,790
GH009,Twi,22102,22303,201
GH009,English,22303,22972,669
GH009,Twi,23582,23979,397
GH009,Twi,24397,24993,596
GH009,Twi,26172,27652,1480
GH009,English,28191,34707,6516
GH009,Twi,34707,35050,343
GH009,English,36656,41925,5269
GH009,English,42384,66540,24156
GH009,Twi,66540,66543,3
GH009,Twi,67558,70038,2480
GH009,Twi,71113,73733,2620
GH009,English,75919,79013,3094
GH009,Twi,79013,79267,254
GH009,Twi,79830,83940,4110
GH009,Twi,84616,87123,2507
GH009,Twi,88359,90265,1906
GH009,Twi,91827,92806,979
GH009,English,93490,95130,1640
GH009,Twi,95130,96101,971
GH009,Twi,96652,97460,808
GH009,English,97460,97970,510
GH009,Twi,97970,99770,1800
GH009,Twi,100571,101274,703
GH009,Twi,101796,102370,574
GH009,English,102370,103460,1090
GH009,Twi,104743,106012,1269
GH009,Twi,106569,107370,801
GH009,English,107586,113000,5414
GH009,Twi,114131,114340,209
GH009,English,114340,114960,620
GH009,Twi,114960,115134,174
GH009,Twi,115548,116500,952
GH009,Twi,117179,118103,924
GH009,Twi,119293,120108,815
GH009,Twi,121474,122931,1457
GH009,English,122931,128480,5549
GH009,Twi,130891,135974,5083
GH009,Twi,136615,137090,475
GH009,English,137090,137800,710
GH009,Twi,137800,138293,493
GH009,Twi,139042,141882,2840
GH009,Twi,142513,150565,8052
GH009,Twi,151024,152128,1104
GH009,Twi,152626,158431,5805
GH009,Twi,159339,160667,1328
GH009,Twi,162332,164405,2073
GH009,Twi,166431,168207,1776
GH009,Twi,169571,170138,567
GH009,Twi,170694,170991,297
GH009,Twi,174254,177237,2983
GH009,Twi,178473,179899,1426
GH009,Twi,181311,181500,189
GH009,English,181500,182180,680
GH009,Twi,182180,183317,1137
GH009,Twi,183976,184367,391
GH009,English,184367,184946,579
GH009,Twi,184946,190159,5213
GH009,Twi,191495,192138,643
GH009,Twi,192682,195222,2540
GH009,Twi,195950,208197,12247
GH009,Twi,210350,212551,2201
GH009,Twi,213368,215524,2156
GH009,Twi,216623,217301,678
GH009,Twi,218442,219208,766
GH009,Twi,219969,222237,2268
GH009,English,222237,223280,1043
GH009,Twi,223280,225070,1790
GH009,English,225070,226036,966
GH009,Twi,226036,226092,56
GH009,English,226092,227490,1398
GH009,Twi,227490,228128,638
GH009,English,228128,229029,901
GH009,English,229801,230491,690
GH009,Twi,230491,230893,402
GH009,Twi,231520,231762,242
GH009,English,231762,232550,788
GH009,Twi,232550,234430,1880
GH009,English,234430,235220,790
GH009,Twi,235220,235850,630
GH009,Twi,236481,237878,1397
GH009,English,237878,238577,699
GH009,Twi,239202,240286,1084
GH009,Twi,241460,242083,623
GH009,English,242083,247399,5316
GH009,Twi,248026,255202,7176
GH009,English,255202,256491,1289
GH009,Twi,256491,256561,70
GH009,Twi,257700,263551,5851
GH009,English,263551,264461,910
GH009,Twi,264461,267090,2629
GH009,English,267090,267630,540
GH009,English,268391,270890,2499
GH009,Twi,270890,272753,1863
GH009,Twi,274272,275070,798
GH009,Twi,275615,278924,3309
GH009,Twi,281946,285711,3765
GH009,English,286004,286670,666
GH009,Twi,286670,289219,2549
GH009,Twi,291533,292652,1119
GH009,Twi,293617,295289,1672
GH009,Twi,296186,302104,5918
GH009,Twi,303121,305404,2283
GH009,Twi,305903,306700,797
GH009,English,306700,307100,400
GH009,Twi,307100,309084,1984
GH009,Twi,309507,311995,2488
GH009,Twi,313084,314228,1144
GH009,Twi,315402,315828,426
GH009,Twi,316752,317331,579
GH009,Twi,318685,320227,1542
GH009,Twi,321105,325353,4248
GH009,Twi,329275,330340,1065
GH009,English,330669,332803,2134
GH009,Twi,333684,336686,3002
GH009,Twi,337342,341574,4232
GH009,Twi,341979,343075,1096
GH009,Twi,343588,344286,698
GH009,Twi,349397,350115,718
GH009,Twi,350783,351837,1054
GH009,Twi,354180,355198,1018
GH009,Twi,356273,357336,1063
GH009,English,359310,359690,380
GH009,Twi,359690,360809,1119
GH009,Twi,364163,365155,992
GH009,Twi,367141,368868,1727
GH009,Twi,369953,371305,1352
GH009,Twi,371965,372602,637
GH009,Twi,374166,374682,516
GH009,Twi,378778,379326,548
GH009,Twi,379979,380388,409
GH009,Twi,380953,382000,1047
GH009,Twi,385251,386916,1665
GH009,Twi,390278,390664,386
GH009,English,391100,391560,460
GH009,Twi,391560,392383,823
GH009,Twi,392958,395257,2299
GH009,Twi,397399,397500,101
GH009,English,397500,398040,540
GH009,Twi,398040,398439,399
GH009,English,398439,398880,441
GH009,Twi,398880,399171,291
GH009,English,399171,399877,706
GH009,Twi,401216,404033,2817
GH009,English,404096,404930,834
GH009,Twi,404930,405245,315
GH009,Twi,406251,407639,1388
GH009,Twi,408320,409033,713
GH009,Twi,409566,411624,2058
GH009,Twi,412193,413095,902
GH009,Twi,417079,417621,542
GH009,Twi,419482,420335,853
GH009,Twi,420938,421584,646
GH009,Twi,422259,423629,1370
GH009,Twi,424543,425382,839
GH009,Twi,428787,430999,2212
GH009,Twi,432484,434043,1559
GH009,Twi,434742,435743,1001
GH009,Twi,436645,437568,923
GH009,Twi,439517,440177,660
GH009,English,440177,440905,728
GH009,English,441667,454385,12718
GH009,Twi,454463,456901,2438
GH009,English,457472,458392,920
GH009,Twi,461988,462639,651
GH009,Twi,463155,466477,3322
GH009,Twi,468742,472152,3410
GH009,Twi,473041,476884,3843
GH009,Twi,477352,481033,3681
GH009,Twi,481535,487595,6060
GH009,Twi,488594,491490,2896
GH009,Twi,492075,495006,2931
GH009,Twi,496751,500341,3590
GH009,Twi,500804,501821,1017
GH009,Twi,506853,508747,1894
GH009,Twi,509213,511014,1801
GH009,Twi,513160,514773,1613
GH009,Twi,518174,518703,529
GH009,Twi,519123,520699,1576
GH009,Twi,525178,527800,2622
GH009,Twi,528545,529947,1402
GH009,Twi,531304,532270,966
GH009,Twi,532955,533578,623
GH009,Twi,534093,535480,1387
GH009,Twi,537258,538333,1075
GH009,Twi,540872,541456,584
GH009,English,544550,553640,9090
GH009,Twi,554049,555443,1394
GH009,Twi,557148,557852,704
GH009,Twi,558294,561573,3279
GH009,Twi,562555,568030,5475
GH009,English,568030,568690,660
GH009,Twi,568960,569709,749
GH009,Twi,571604,572933,1329
GH009,English,575912,576870,958
GH009,Twi,576870,579873,3003
GH009,Twi,581050,590449,9399
GH010,English,0,8049,8049
GH010,Twi,8049,9748,1699
GH010,English,10078,17220,7142
GH010,Twi,17220,19573,2353
GH010,English,19867,21752,1885
GH010,Twi,21752,22405,653
GH010,Twi,22906,24364,1458
GH010,English,24364,27507,3143
GH010,Twi,27507,28118,611
GH010,English,28118,30797,2679
GH010,Twi,30797,32281,1484
GH010,Twi,33426,33954,528
GH010,English,33954,43693,9739
GH010,Twi,43693,45249,1556
GH010,English,45826,54094,8268
GH010,Twi,54596,55911,1315
GH010,English,55911,61408,5497
GH010,Twi,61700,63543,1843
GH010,Twi,64542,64934,392
GH010,English,64934,68848,3914
GH010,Twi,68848,70311,1463
GH010,Twi,70841,72827,1986
GH010,Twi,73335,75804,2469
GH010,English,75804,76594,790
GH010,Twi,76594,76843,249
GH010,English,77483,78227,744
GH010,Twi,78227,80571,2344
GH010,Twi,81068,82912,1844
GH010,English,82912,85142,2230
GH010,English,85161,87401,2240
GH010,Twi,87401,88586,1185
GH010,Twi,88987,90385,1398
GH010,Twi,90909,93023,2114
GH010,Twi,93590,94490,900
GH010,English,94490,94959,469
GH010,Twi,94959,96177,1218
GH010,Twi,96725,97080,355
GH010,English,97080,98263,1183
GH010,English,98300,98670,370
GH010,Twi,98670,100411,1741
GH010,English,100411,100864,453
GH010,Twi,100864,101409,545
GH010,English,101804,105207,3403
GH010,Twi,105207,106666,1459
GH010,Twi,107156,110422,3266
GH010,English,110844,112472,1628
GH010,Twi,113257,115609,2352
GH010,English,115609,116996,1387
GH010,Twi,116996,121799,4803
GH010,Twi,122230,123001,771
GH010,Twi,124462,127050,2588
GH010,Twi,128424,130150,1726
GH010,English,130150,134450,4300
GH010,Twi,134450,134503,53
GH010,English,134503,135883,1380
GH010,Twi,136037,136440,403
GH010,English,136440,136890,450
GH010,Twi,136890,138034,1144
GH010,Twi,138499,140016,1517
GH010,Twi,140879,143899,3020
GH010,Twi,144302,147152,2850
GH010,Twi,147964,148040,76
GH010,English,148040,152500,4460
GH010,English,152561,155981,3420
GH010,Twi,156492,157057,565
GH010,English,157057,157230,173
GH010,Twi,157230,157757,527
GH010,Twi,158286,159122,836
GH010,Twi,159555,162752,3197
GH010,English,163228,164467,1239
GH010,Twi,164467,165152,685
GH010,English,165894,173790,7896
GH010,Twi,174377,174929,552
GH010,English,174929,175388,459
GH010,Twi,175388,175474,86
GH010,Twi,175901,181581,5680
GH010,Twi,182088,184225,2137
GH010,Twi,184777,187725,2948
GH010,Twi,188178,188823,645
GH010,Twi,189693,191116,1423
GH010,Twi,191615,194545,2930
GH010,English,195422,197862,2440
GH010,Twi,198197,199350,1153
GH010,Twi,200281,200603,322
GH010,Twi,201106,201360,254
GH010,English,201360,201760,400
GH010,Twi,201760,204482,2722
GH010,Twi,204922,205737,815
GH010,English,205737,206522,785
GH010,Twi,206947,210270,3323
GH010,English,210270,213310,3040
GH010,Twi,213310,213915,605
GH010,English,213915,214750,835
GH010,Twi,214750,215140,390
GH010,Twi,215701,215806,105
GH010,English,215806,217362,1556
GH010,English,217362,217622,260
GH010,Twi,217622,218566,944
GH010,English,218643,221613,2970
GH010,Twi,221613,223569,1956
GH010,Twi,224029,224082,53
GH010,English,224082,224680,598
GH010,Twi,224680,225540,860
GH010,English,225540,226180,640
GH010,Twi,226180,227838,1658
GH010,Twi,228274,229317,1043
GH010,Twi,229867,230005,138
GH010,English,230005,230670,665
GH010,Twi,230670,232265,1595
GH010,Twi,232913,234003,1090
GH010,Twi,235296,239029,3733
GH010,Twi,240267,245669,5402
GH010,Twi,246095,246480,385
GH010,English,246480,249448,2968
GH010,Twi,251342,251378,36
GH010,English,251378,260114,8736
GH010,Twi,260114,261399,1285
GH010,Twi,263489,263746,257
GH010,Twi,264266,265570,1304
GH010,English,265570,267592,2022
GH010,Twi,268640,273848,5208
GH010,Twi,274357,274923,566
GH010,English,275489,275822,333
GH010,Twi,275822,278201,2379
GH010,Twi,279390,280607,1217
GH010,Twi,281497,283203,1706
GH010,Twi,284202,284307,105
GH010,English,284307,288691,4384
GH010,Twi,288922,289218,296
GH010,English,289218,289895,677
GH010,English,289895,290560,665
GH010,Twi,290560,292668,2108
GH010,Twi,293234,296014,2780
GH010,Twi,296966,299067,2101
GH010,Twi,299539,300928,1389
GH010,English,301625,306680,5055
GH010,English,307614,307812,198
GH010,Twi,307812,309420,1608
GH010,English,309420,313290,3870
GH010,English,313328,314180,852
GH010,Twi,314180,315399,1219
GH010,Twi,317820,318728,908
GH010,English,318728,319277,549
GH010,Twi,319527,322214,2687
GH010,English,322214,331980,9766
GH010,Twi,331980,332933,953
GH010,Twi,333410,334085,675
GH010,English,334085,335921,1836
GH010,Twi,337452,339210,1758
GH010,English,339210,345260,6050
GH010,Twi,346391,347555,1164
GH010,English,347555,348063,508
GH010,Twi,348063,349066,1003
GH010,Twi,350108,352371,2263
GH010,English,352371,358332,5961
GH010,Twi,358554,360334,1780
GH010,English,361028,362489,1461
GH010,Twi,362489,363939,1450
GH010,English,363939,365407,1468
GH010,Twi,365407,366681,1274
GH010,Twi,367195,372406,5211
GH010,English,372406,374385,1979
GH010,Twi,374649,378161,3512
GH010,English,378330,381624,3294
GH010,Twi,382486,383731,1245
GH010,Twi,384160,384211,51
GH010,English,384211,384687,476
GH010,Twi,384687,384691,4
GH010,English,384691,385084,393
GH010,Twi,385084,385951,867
GH010,English,385951,387062,1111
GH010,Twi,387358,389284,1926
GH010,Twi,390293,391978,1685
GH010,Twi,393406,393786,380
GH010,English,393786,396814,3028
GH010,Twi,397899,399373,1474
GH010,English,399373,400003,630
GH010,Twi,400003,400026,23
GH010,English,400026,400816,790
GH010,Twi,400816,401176,360
GH010,English,401176,407042,5866
GH010,Twi,407478,408017,539
GH010,Twi,408431,409327,896
GH010,Twi,409955,411465,1510
GH010,Twi,412074,413271,1197
GH010,English,413271,418099,4828
GH010,Twi,418099,418394,295
GH010,English,418394,418730,336
GH010,Twi,418730,419347,617
GH010,Twi,419926,422510,2584
GH010,Twi,423081,425315,2234
GH010,Twi,425763,426239,476
GH010,English,426239,431020,4781
GH010,Twi,431020,434305,3285
GH010,English,434409,435703,1294
GH010,Twi,435703,436856,1153
GH010,Twi,437478,438082,604
GH010,English,438082,439870,1788
GH010,Twi,440491,441176,685
GH010,English,441176,441900,724
GH010,Twi,441900,442947,1047
GH010,English,442947,445102,2155
GH010,Twi,446544,448309,1765
GH010,Twi,450755,454900,4145
GH010,Twi,455550,457629,2079
GH010,English,457629,460659,3030
GH010,Twi,460659,461843,1184
GH010,English,461843,463921,2078
GH010,Twi,463921,466230,2309
GH010,English,466230,472624,6394
GH010,Twi,472951,478479,5528
GH010,English,479192,482986,3794
GH010,Twi,482986,484216,1230
GH010,English,484216,488415,4199
GH010,Twi,488721,490211,1490
GH010,English,490422,491032,610
GH010,Twi,491032,492907,1875
GH010,Twi,493435,496188,2753
GH010,Twi,496616,497218,602
GH010,Twi,497762,504414,6652
GH010,English,504414,504969,555
GH010,English,505581,505960,379
GH010,Twi,505960,506442,482
GH010,English,506994,512302,5308
GH010,Twi,512302,512885,583
GH010,English,512885,513688,803
GH010,Twi,514332,515774,1442
GH010,Twi,517485,517950,465
GH011,English,0,4140,4140
GH011,Twi,4140,7435,3295
GH011,English,7435,8353,918
GH011,English,9954,11739,1785
GH011,Twi,11864,12219,355
GH011,English,12219,14463,2244
GH011,Twi,16243,20730,4487
GH011,English,20730,21282,552
GH011,Twi,21282,21569,287
GH011,Twi,22410,23163,753
GH011,Twi,24539,24718,179
GH011,English,24718,30213,5495
GH011,Twi,30213,30545,332
GH011,English,30545,31889,1344
GH011,Twi,31889,32820,931
GH011,Twi,35954,36236,282
GH011,English,36236,36987,751
GH011,Twi,36987,37660,673
GH011,English,37660,38743,1083
GH011,Twi,38743,39922,1179
GH011,English,39922,41412,1490
GH011,Twi,42957,43821,864
GH011,English,43821,50193,6372
GH011,Twi,50802,51952,1150
GH011,Twi,52455,55427,2972
GH011,English,55427,57676,2249
GH011,English,59153,65225,6072
GH011,Twi,66576,66616,40
GH011,English,66616,71051,4435
GH011,Twi,71051,74529,3478
GH011,English,74529,74883,354
GH011,Twi,74883,76547,1664
GH011,English,76547,77640,1093
GH011,Twi,77640,77772,132
GH011,English,83271,91984,8713
GH011,Twi,91984,93380,1396
GH011,English,93380,94588,1208
GH011,Twi,94588,95237,649
GH011,Twi,96006,98642,2636
GH011,Twi,100836,101714,878
GH011,English,101714,110050,8336
GH011,Twi,110050,111242,1192
GH011,Twi,111696,112326,630
GH011,English,112326,112506,180
GH011,Twi,112506,113397,891
GH011,English,113397,114117,720
GH011,Twi,114117,115895,1778
GH011,Twi,117009,117519,510
GH011,English,117519,118753,1234
GH011,Twi,118753,119030,277
GH011,English,119030,119830,800
GH011,Twi,119830,119908,78
GH011,Twi,123499,124212,713
GH011,English,124212,125148,936
GH011,Twi,125148,125270,122
GH011,English,125270,130005,4735
GH011,Twi,130986,131194,208
GH011,English,131194,131997,803
GH011,Twi,131997,133938,1941
GH011,English,133938,134854,916
GH011,Twi,134854,135307,453
GH011,English,135307,136581,1274
GH011,Twi,136581,138717,2136
GH011,Twi,140789,141915,1126
GH011,English,141915,142344,429
GH011,Twi,142344,142645,301
GH011,English,142645,143157,512
GH011,Twi,143567,143800,233
GH011,English,143800,144180,380
GH011,Twi,144180,146670,2490
GH011,English,146670,147190,520
GH011,Twi,147190,147463,273
GH011,English,149023,154220,5197
GH011,Twi,154220,158531,4311
GH011,Twi,162006,164740,2734
GH011,Twi,166443,167614,1171
GH011,English,167614,168154,540
GH011,Twi,168154,170480,2326
GH011,Twi,175460,176890,1430
GH011,Twi,178130,181968,3838
GH011,Twi,183165,185499,2334
GH011,Twi,186660,191962,5302
GH011,English,191962,193919,1957
GH011,Twi,194021,194279,258
GH011,English,194279,195916,1637
GH011,Twi,195916,196327,411
GH011,Twi,197323,199215,1892
GH011,Twi,199847,201599,1752
GH011,English,201599,202153,554
GH011,Twi,202153,204942,2789
GH011,English,207387,209237,1850
GH011,Twi,209237,211963,2726
GH011,English,211963,220214,8251
GH011,Twi,220543,221110,567
GH011,Twi,222769,223014,245
GH011,English,223014,224078,1064
GH011,Twi,224078,226118,2040
GH011,Twi,229295,229465,170
GH011,English,229465,230019,554
GH011,Twi,230019,232780,2761
GH011,English,232780,233120,340
GH011,Twi,233120,233520,400
GH011,English,233520,234214,694
GH011,Twi,234214,235706,1492
GH011,English,235706,236353,647
GH011,Twi,236353,237024,671
GH011,English,237024,237583,559
GH011,Twi,237583,240984,3401
GH011,Twi,242527,243211,684
GH011,English,243211,246377,3166
GH011,Twi,246377,249150,2773
GH011,Twi,249551,250472,921
GH011,Twi,252631,253507,876
GH011,Twi,253948,254994,1046
GH011,Twi,255519,258022,2503
GH011,Twi,258642,261049,2407
GH011,Twi,261687,262528,841
GH011,English,264075,266806,2731
GH011,Twi,266806,269840,3034
GH011,Twi,272338,272480,142
GH011,English,272480,273080,600
GH011,Twi,273080,276179,3099
GH011,English,276179,276560,381
GH011,Twi,276560,277960,1400
GH011,English,277960,278400,440
GH011,Twi,278400,280090,1690
GH011,English,280090,280990,900
GH011,Twi,280990,284997,4007
GH011,Twi,287201,290312,3111
GH011,Twi,291791,292331,540
GH011,English,292331,294283,1952
GH011,English,294937,296509,1572
GH011,Twi,296509,297228,719
GH011,English,297228,303934,6706
GH011,Twi,305624,305882,258
GH011,English,305882,307087,1205
GH011,Twi,307087,307977,890
GH011,English,307977,308247,270
GH011,Twi,308247,308883,636
GH011,Twi,309556,311869,2313
GH011,English,311869,313550,1681
GH011,Twi,313550,315617,2067
GH011,English,315617,316734,1117
GH011,Twi,316734,317220,486
GH011,Twi,317827,318247,420
GH011,Twi,320600,321366,766
GH011,English,321366,321986,620
GH011,Twi,321986,322039,53
GH011,Twi,322932,323831,899
GH011,Twi,324401,325994,1593
GH011,English,326358,327020,662
GH011,Twi,327020,329318,2298
GH011,Twi,329882,330417,535
GH011,English,331105,332977,1872
GH011,Twi,334067,334251,184
GH011,English,334251,338270,4019
GH011,Twi,338623,340098,1475
GH011,Twi,340711,342925,2214
GH011,English,345048,346318,1270
GH011,Twi,346318,347036,718
GH011,English,347036,347765,729
GH011,Twi,347765,350851,3086
GH011,Twi,351394,355116,3722
GH011,Twi,355639,356339,700
GH011,Twi,356912,357822,910
GH011,Twi,359069,362372,3303
GH011,English,362372,374423,12051
GH011,Twi,375363,375818,455
GH011,English,375818,376824,1006
GH011,Twi,377695,379848,2153
GH011,Twi,380679,381751,1072
GH011,English,381751,383251,1500
GH011,Twi,383620,383993,373
GH011,Twi,384826,385430,604
GH011,English,385430,386833,1403
GH011,Twi,387008,387519,511
GH011,English,387519,387972,453
GH011,Twi,387972,389302,1330
GH011,Twi,390012,397480,7468
GH011,Twi,400603,402342,1739
GH011,Twi,404571,405115,544
GH011,Twi,406568,407576,1008
GH011,Twi,408310,415109,6799
GH011,Twi,415511,417007,1496
GH011,Twi,417414,418408,994
GH011,English,418408,420788,2380
GH011,Twi,420788,421875,1087
GH011,Twi,422316,425405,3089
GH011,Twi,425916,427107,1191
GH011,Twi,428488,432288,3800
GH011,Twi,433199,433632,433
GH011,Twi,435511,439186,3675
GH011,Twi,439832,442487,2655
GH011,Twi,443115,444188,1073
GH011,Twi,444624,445710,1086
GH011,Twi,446152,446490,338
GH011,English,446490,447367,877
GH011,Twi,447711,449374,1663
GH011,Twi,452698,453141,443
GH011,English,453405,453975,570
GH011,Twi,453975,455827,1852
GH011,Twi,457009,458868,1859
GH011,Twi,461321,462846,1525
GH011,English,462846,464802,1956
GH011,Twi,464802,464950,148
