file,stroke_id,start_ms,end_ms,dur_ms,gesture_type
GH011,a33,202896,204871,1975,beat
GH011,a34,207486,220247,12761,beat
GH011,a35,223041,226426,3385,beat
GH011,a36,229469,236329,6860,iconic
GH011,a37,236329,239711,3382,beat
GH011,a38,243216,246504,3288,beat
GH011,a39,246504,250949,4445,deictic
GH011,a40,252581,258153,5572,deictic
GH011,a41,258250,260361,2111,beat
GH011,a42,260361,261551,1190,deictic
GH011,a43,261551,263125,1574,beat
GH011,a44,264010,267530,3520,deictic
GH011,a45,272399,274229,1830,beat
GH011,a46,274229,276181,1952,deictic
GH011,a47,276192,282185,5993,beat
GH011,a48,282185,285431,3246,deictic
GH011,a49,287275,291245,3970,beat
GH011,a50,292041,293968,1927,beat
GH011,a51,295068,303685,8617,beat
GH011,a52,305879,316954,11075,beat
GH011,a53,322611,324330,1719,deictic
GH011,a54,324374,333460,9086,deictic
GH011,a55,333486,338350,4864,deictic
GH011,a56,338812,343864,5052,beat
GH011,a57,344937,348797,3860,beat
GH011,a58,348797,349549,752,deictic
GH011,a59,349549,353006,3457,beat
GH011,a60,353006,358472,5466,deictic
GH011,a61,359280,363186,3906,beat
GH011,a62,363544,364250,706,deictic
GH011,a63,364250,374177,9927,beat
GH011,a64,375755,382828,7073,beat
GH011,a65,384777,389506,4729,beat
GH011,a66,389845,398016,8171,beat
GH011,a67,408098,412601,4503,beat
GH011,a68,416014,423983,7969,beat
GH011,a69,425746,427415,1669,beat
GH011,a70,428473,434365,5892,deictic
GH011,a71,440120,441964,1844,deictic
GH011,a72,442062,445859,3797,beat
GH011,a73,447726,449816,2090,deictic
GH011,a74,453618,459338,5720,beat
GH011,a75,462946,464809,1863,beat
