N,Mean Difference (ms),Median Difference (ms),Std Difference (ms),Min Difference (ms),Max Difference (ms),Mean |Δt| (ms),Median |Δt| (ms),Within 50 ms (%),Within 100 ms (%)
837,-36.75746714456392,-14.0,147.67171403688425,-1073,850,93.58900836320191,48.0,51.61290322580645,70.84826762246117
