file,direction,window_start_ms,window_end_ms
GH011,Twi_to_English,124770,125770
GH011,English_to_Twi,130486,131486
GH011,Twi_to_English,130694,131694
GH011,English_to_Twi,131497,132497
GH011,Twi_to_English,133438,134438
GH011,English_to_Twi,134354,135354
GH011,Twi_to_English,134807,135807
GH011,English_to_Twi,136081,137081
GH011,Twi_to_English,141415,142415
GH011,English_to_Twi,141844,142844
GH011,Twi_to_English,142145,143145
GH011,English_to_Twi,143067,144067
GH011,Twi_to_English,143300,144300
GH011,English_to_Twi,143680,144680
GH011,Twi_to_English,146170,147170
GH011,English_to_Twi,146690,147690
GH011,Twi_to_English,148523,149523
GH011,English_to_Twi,153720,154720
GH011,Twi_to_English,167114,168114
GH011,English_to_Twi,167654,168654
GH011,Twi_to_English,191462,192462
GH011,English_to_Twi,193521,194521
GH011,Twi_to_English,193779,194779
GH011,English_to_Twi,195416,196416
GH011,Twi_to_English,201099,202099
GH011,English_to_Twi,201653,202653
GH011,Twi_to_English,206887,207887
GH011,English_to_Twi,208737,209737
GH011,Twi_to_English,211463,212463
GH011,English_to_Twi,220043,221043
GH011,Twi_to_English,222514,223514
GH011,English_to_Twi,223578,224578
GH011,Twi_to_English,228965,229965
GH011,English_to_Twi,229519,230519
GH011,Twi_to_English,232280,233280
GH011,English_to_Twi,232620,233620
GH011,Twi_to_English,233020,234020
GH011,English_to_Twi,233714,234714
GH011,Twi_to_English,235206,236206
GH011,English_to_Twi,235853,236853
GH011,Twi_to_English,236524,237524
GH011,English_to_Twi,237083,238083
GH011,Twi_to_English,242711,243711
GH011,English_to_Twi,245877,246877
GH011,Twi_to_English,263575,264575
GH011,English_to_Twi,266306,267306
GH011,Twi_to_English,271980,272980
GH011,English_to_Twi,272580,273580
GH011,Twi_to_English,275679,276679
GH011,English_to_Twi,276060,277060
GH011,Twi_to_English,277460,278460
GH011,English_to_Twi,277900,278900
GH011,Twi_to_English,279590,280590
GH011,English_to_Twi,280490,281490
GH011,Twi_to_English,291831,292831
GH011,English_to_Twi,296009,297009
GH011,Twi_to_English,296728,297728
GH011,English_to_Twi,305124,306124
GH011,Twi_to_English,305382,306382
GH011,English_to_Twi,306587,307587
GH011,Twi_to_English,307477,308477
GH011,English_to_Twi,307747,308747
GH011,Twi_to_English,311369,312369
GH011,English_to_Twi,313050,314050
GH011,Twi_to_English,315117,316117
GH011,English_to_Twi,316234,317234
GH011,Twi_to_English,320866,321866
GH011,English_to_Twi,321486,322486
GH011,Twi_to_English,325858,326858
GH011,English_to_Twi,326520,327520
GH011,Twi_to_English,330605,331605
GH011,English_to_Twi,333567,334567
GH011,Twi_to_English,333751,334751
GH011,English_to_Twi,338123,339123
GH011,Twi_to_English,344548,345548
GH011,English_to_Twi,345818,346818
GH011,Twi_to_English,346536,347536
GH011,English_to_Twi,347265,348265
GH011,Twi_to_English,361872,362872
GH011,English_to_Twi,374863,375863
GH011,Twi_to_English,375318,376318
GH011,English_to_Twi,377195,378195
GH011,Twi_to_English,381251,382251
GH011,English_to_Twi,383120,384120
GH011,Twi_to_English,384930,385930
GH011,English_to_Twi,386508,387508
GH011,Twi_to_English,387019,388019
GH011,English_to_Twi,387472,388472
GH011,Twi_to_English,417908,418908
GH011,English_to_Twi,420288,421288
GH011,Twi_to_English,445990,446990
GH011,English_to_Twi,447211,448211
GH011,Twi_to_English,452905,453905
GH011,English_to_Twi,453475,454475
GH011,Twi_to_English,462346,463346
GH011,English_to_Twi,464302,465302
