file,switch_time_ms,direction
GH010,441900,English_to_Twi
GH010,442947,Twi_to_English
GH010,446544,English_to_Twi
GH010,457629,Twi_to_English
GH010,460659,English_to_Twi
GH010,461843,Twi_to_English
GH010,463921,English_to_Twi
GH010,466230,Twi_to_English
GH010,472951,English_to_Twi
GH010,479192,Twi_to_English
GH010,482986,English_to_Twi
GH010,484216,Twi_to_English
GH010,488721,English_to_Twi
GH010,490422,Twi_to_English
GH010,491032,English_to_Twi
GH010,504414,Twi_to_English
GH010,505960,English_to_Twi
GH010,506994,Twi_to_English
GH010,512302,English_to_Twi
GH010,512885,Twi_to_English
GH010,514332,English_to_Twi
GH011,4140,English_to_Twi
GH011,7435,Twi_to_English
GH011,11864,English_to_Twi
GH011,12219,Twi_to_English
GH011,16243,English_to_Twi
GH011,20730,Twi_to_English
GH011,21282,English_to_Twi
GH011,24718,Twi_to_English
GH011,30213,English_to_Twi
GH011,30545,Twi_to_English
GH011,31889,English_to_Twi
GH011,36236,Twi_to_English
GH011,36987,English_to_Twi
GH011,37660,Twi_to_English
GH011,38743,English_to_Twi
GH011,39922,Twi_to_English
GH011,42957,English_to_Twi
GH011,43821,Twi_to_English
GH011,50802,English_to_Twi
GH011,55427,Twi_to_English
GH011,66576,English_to_Twi
GH011,66616,Twi_to_English
GH011,71051,English_to_Twi
GH011,74529,Twi_to_English
GH011,74883,English_to_Twi
GH011,76547,Twi_to_English
GH011,77640,English_to_Twi
GH011,83271,Twi_to_English
GH011,91984,English_to_Twi
GH011,93380,Twi_to_English
GH011,94588,English_to_Twi
GH011,101714,Twi_to_English
GH011,110050,English_to_Twi
GH011,112326,Twi_to_English
GH011,112506,English_to_Twi
GH011,113397,Twi_to_English
GH011,114117,English_to_Twi
GH011,117519,Twi_to_English
GH011,118753,English_to_Twi
GH011,119030,Twi_to_English
GH011,119830,English_to_Twi
GH011,124212,Twi_to_English
GH011,125148,English_to_Twi
GH011,125270,Twi_to_English
GH011,130986,English_to_Twi
GH011,131194,Twi_to_English
GH011,131997,English_to_Twi
GH011,133938,Twi_to_English
GH011,134854,English_to_Twi
GH011,135307,Twi_to_English
GH011,136581,English_to_Twi
GH011,141915,Twi_to_English
GH011,142344,English_to_Twi
GH011,142645,Twi_to_English
GH011,143567,English_to_Twi
GH011,143800,Twi_to_English
GH011,144180,English_to_Twi
GH011,146670,Twi_to_English
GH011,147190,English_to_Twi
GH011,149023,Twi_to_English
GH011,154220,English_to_Twi
GH011,167614,Twi_to_English
GH011,168154,English_to_Twi
GH011,191962,Twi_to_English
GH011,194021,English_to_Twi
GH011,194279,Twi_to_English
GH011,195916,English_to_Twi
GH011,201599,Twi_to_English
GH011,202153,English_to_Twi
GH011,207387,Twi_to_English
GH011,209237,English_to_Twi
GH011,211963,Twi_to_English
GH011,220543,English_to_Twi
GH011,223014,Twi_to_English
GH011,224078,English_to_Twi
GH011,229465,Twi_to_English
GH011,230019,English_to_Twi
GH011,232780,Twi_to_English
GH011,233120,English_to_Twi
GH011,233520,Twi_to_English
GH011,234214,English_to_Twi
GH011,235706,Twi_to_English
GH011,236353,English_to_Twi
GH011,237024,Twi_to_English
GH011,237583,English_to_Twi
GH011,243211,Twi_to_English
GH011,246377,English_to_Twi
GH011,264075,Twi_to_English
GH011,266806,English_to_Twi
GH011,272480,Twi_to_English
GH011,273080,English_to_Twi
GH011,276179,Twi_to_English
GH011,276560,English_to_Twi
GH011,277960,Twi_to_English
GH011,278400,English_to_Twi
GH011,280090,Twi_to_English
GH011,280990,English_to_Twi
GH011,292331,Twi_to_English
GH011,296509,English_to_Twi
GH011,297228,Twi_to_English
GH011,305624,English_to_Twi
GH011,305882,Twi_to_English
GH011,307087,English_to_Twi
GH011,307977,Twi_to_English
GH011,308247,English_to_Twi
GH011,311869,Twi_to_English
GH011,313550,English_to_Twi
GH011,315617,Twi_to_English
GH011,316734,English_to_Twi
GH011,321366,Twi_to_English
GH011,321986,English_to_Twi
GH011,326358,Twi_to_English
GH011,327020,English_to_Twi
GH011,331105,Twi_to_English
GH011,334067,English_to_Twi
GH011,334251,Twi_to_English
GH011,338623,English_to_Twi
GH011,345048,Twi_to_English
GH011,346318,English_to_Twi
GH011,347036,Twi_to_English
GH011,347765,English_to_Twi
GH011,362372,Twi_to_English
GH011,375363,English_to_Twi
GH011,375818,Twi_to_English
GH011,377695,English_to_Twi
GH011,381751,Twi_to_English
GH011,383620,English_to_Twi
GH011,385430,Twi_to_English
GH011,387008,English_to_Twi
GH011,387519,Twi_to_English
GH011,387972,English_to_Twi
GH011,418408,Twi_to_English
GH011,420788,English_to_Twi
GH011,446490,Twi_to_English
GH011,447711,English_to_Twi
GH011,453405,Twi_to_English
GH011,453975,English_to_Twi
GH011,462846,Twi_to_English
GH011,464802,English_to_Twi
